changeID,userID,sessionID,changedFields,oldSettings,newSettings,changedAt
315,33,,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-26T10:23:02
316,45,,"[""baseGazeSamples""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.84, ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.84, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-26T10:40:53
317,45,38e0426d-8e4d-432d-a3a9-da0922878f6d,"[""gazeYOffsetPx""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.84, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.84, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -34, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-26T10:45:26
318,45,38e0426d-8e4d-432d-a3a9-da0922878f6d,"[""zoomLevel""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.84, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -34, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1.01, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -34, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-26T10:46:35
319,45,38e0426d-8e4d-432d-a3a9-da0922878f6d,"[""zoomLevel""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1.01, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -34, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.79, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -34, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-26T10:47:27
320,45,0d609472-7b65-482a-bc20-5e0edffb777a,"[""gazeYOffsetPx""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.79, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -34, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.79, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-26T10:49:24
321,45,b8f82b5a-1d23-4fed-b51b-fbe9f31b759a,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.79, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.79, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-26T11:00:20
322,34,,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -45, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -45, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-26T11:15:36
323,34,,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -45, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -45, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-26T11:21:11
324,35,,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -25, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -25, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-26T11:39:44
325,21,,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -18, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 25}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -18, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 25}",2026-05-26T12:34:48
326,21,,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -18, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 25}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -18, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 25}",2026-05-26T12:39:38
327,46,43e0bc26-dbfd-4d35-861d-33b460626278,"[""zoomLevel""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.84, ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-26T13:10:03
328,46,43e0bc26-dbfd-4d35-861d-33b460626278,"[""gazeYOffsetPx"", ""gazeHitRadiusPx""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -7, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-26T13:10:18
329,46,43e0bc26-dbfd-4d35-861d-33b460626278,"[""baseGazeSamples""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -7, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -7, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-26T13:10:59
330,46,,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -7, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -7, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-26T13:11:46
331,46,3b297dc7-de99-4bac-8291-25cf89f6bfa8,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -7, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -7, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-26T13:19:02
332,44,,"[""zoomLevel""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.84, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-26T13:32:25
333,44,836642a5-26c9-4101-b92c-bf10bf787a83,"[""gazeYOffsetPx""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-26T13:34:45
334,44,836642a5-26c9-4101-b92c-bf10bf787a83,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-26T13:36:00
335,44,cc5ed424-8ed6-4d35-8d83-3b00b9ea298f,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -14, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-26T13:45:34
336,43,,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 400, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 400, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-26T14:10:48
337,43,29a93c73-5982-4d42-9e63-65b4a71c16cf,"[""gazeYOffsetPx""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 400, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 400, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -21, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-26T14:12:45
338,43,,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 400, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -21, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 400, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -21, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-26T14:20:39
339,43,2740adb4-725a-4e14-88a5-60288f686f22,"[""baseGazeSamples""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 400, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -21, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -21, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-26T14:22:03
340,23,b24672fc-6102-4f0f-b415-fd3609cfb76f,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -43, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -43, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-26T14:39:09
341,39,,"[""zoomLevel""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 0.84, ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -5, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -5, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-26T15:01:40
342,39,,"[""baseGazeSamples""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -5, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -5, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-26T15:01:46
343,39,517644ac-ebfb-4bc1-a43d-372003e172cd,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -5, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -5, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-26T15:02:28
344,39,7dc7ad85-3c80-49a8-87ee-80b727e42556,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -5, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -5, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-26T15:11:05
345,24,,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -12, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 25}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -12, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 25}",2026-05-26T15:36:35
346,24,,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -12, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 25}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -12, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 25}",2026-05-26T15:45:54
347,38,,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 4, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 4, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-26T16:08:07
348,38,56c8051a-ac71-41f2-a780-f87d308717b7,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 4, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 4, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-26T16:17:55
349,37,cb212a27-2998-438c-ad4c-ba040282e300,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -21, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 450, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -21, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 22}",2026-05-26T16:40:48
350,36,a1333b9b-71e8-4c46-9e6e-c173335107f2,"[""translationOutputMode""]","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -1, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}","{""language"": ""en"", ""theme"": ""dark"", ""zoomLevel"": 1, ""baseGazeSamples"": 300, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": -1, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20}",2026-05-26T17:00:50
